aX,aY,aZ,gX,gY,gZ
-0.657,0.467,-0.603,36.804,107.91,55.115
-0.659,0.478,-0.588,35.889,113.953,54.138
-0.662,0.47,-0.578,36.926,121.216,49.133
-0.689,0.461,-0.567,38.94,127.38,43.457
-0.728,0.472,-0.556,40.1,131.226,38.452
-0.756,0.494,-0.542,39.246,132.935,35.156
-0.789,0.507,-0.531,39.551,132.446,34.363
-0.813,0.505,-0.526,41.077,130.127,34.912
-0.823,0.497,-0.519,41.077,127.747,36.621
-0.834,0.474,-0.504,36.194,126.343,39.124
-0.836,0.452,-0.476,33.203,127.014,41.687
-0.826,0.417,-0.432,31.189,130.066,43.701
-0.813,0.407,-0.389,29.236,133.423,44.25
-0.819,0.413,-0.336,25.269,134.766,44.434
-0.802,0.427,-0.29,23.682,131.775,42.236
-0.815,0.449,-0.264,25.696,127.502,40.955
-0.824,0.46,-0.239,23.987,120.422,40.039
-0.834,0.484,-0.219,25.33,113.708,39.185
-0.854,0.5,-0.206,25.269,108.154,40.771
-0.872,0.491,-0.197,26.489,104.37,43.457
-0.896,0.445,-0.184,26.917,103.638,47.241
-0.892,0.395,-0.165,28.748,106.628,51.392
-0.858,0.363,-0.141,29.785,112.488,53.772
-0.839,0.342,-0.119,33.875,119.019,52.49
-0.845,0.344,-0.102,35.4,123.535,49.438
-0.866,0.356,-0.088,39.49,127.686,46.509
-0.885,0.386,-0.069,41.87,132.08,44.8
-0.909,0.409,-0.052,43.945,137.207,44.312
-0.936,0.43,-0.035,47.974,142.517,44.983
-0.959,0.437,-0.019,49.744,148.56,48.218
-0.964,0.389,-0.003,53.955,156.494,53.101
-0.928,0.325,0.019,54.749,164.49,57.251
-0.868,0.276,0.052,58.655,171.326,58.289
-0.806,0.227,0.086,60.181,173.523,56.091
-0.773,0.196,0.114,61.035,169.434,50.537
-0.768,0.191,0.13,63.721,161.499,43.213
-0.793,0.213,0.133,63.354,152.344,36.499
-0.837,0.251,0.138,59.265,143.372,33.081
-0.891,0.283,0.149,56.396,136.414,34.18
-0.918,0.288,0.172,50.476,131.775,40.161
-0.913,0.287,0.211,45.654,129.028,47.18
-0.884,0.258,0.247,43.457,126.892,52.185
-0.848,0.212,0.274,41.382,123.718,53.162
-0.821,0.182,0.295,40.344,119.08,49.5
-0.817,0.16,0.305,39.246,113.525,43.518
-0.828,0.144,0.309,37.048,109.985,37.476
-0.841,0.144,0.312,37.109,109.985,32.166
-0.858,0.153,0.318,34.607,112.244,29.114
-0.862,0.168,0.335,34.79,116.333,27.405
-0.871,0.178,0.36,33.386,121.094,27.222
-0.87,0.178,0.389,32.959,126.404,27.222
-0.864,0.173,0.421,33.813,131.348,27.222
-0.848,0.156,0.453,35.034,136.108,26.611
-0.822,0.136,0.479,37.781,140.808,24.963
-0.797,0.118,0.501,37.537,142.883,22.644
-0.786,0.116,0.524,38.208,142.212,20.264
-0.77,0.128,0.549,37.109,139.526,19.592
-0.749,0.136,0.576,34.668,136.475,19.897
-0.724,0.143,0.603,34.18,133.423,19.836
-0.709,0.157,0.629,31.738,129.517,20.02
-0.699,0.164,0.646,32.166,126.282,20.142
-0.691,0.151,0.669,30.029,124.207,20.203
-0.677,0.132,0.703,31.494,124.207,19.836
-0.658,0.109,0.73,31.86,125.305,19.287
-0.622,0.077,0.735,35.034,127.625,17.09
-0.612,0.07,0.75,33.325,126.953,13.672
-0.628,0.084,0.766,33.264,124.695,10.559
-0.628,0.094,0.776,31.372,122.681,10.437
-0.612,0.106,0.784,32.593,122.009,11.108
-0.592,0.11,0.802,32.043,120.3,11.719
-0.58,0.106,0.825,32.471,117.31,10.925
-0.584,0.096,0.837,33.508,112.244,9.583
-0.583,0.077,0.836,36.804,107.3,8.911
-0.568,0.047,0.827,35.95,101.99,9.216
-0.561,0.029,0.818,36.865,96.558,8.972
-0.565,0.023,0.821,32.959,91.187,8.911
-0.568,0.024,0.826,32.654,88.806,8.545
-0.573,0.031,0.826,30.884,90.088,8.85
-0.578,0.044,0.828,30.823,93.872,9.705
-0.546,0.051,0.846,28.992,99.182,11.658
-0.498,0.058,0.888,27.649,102.356,12.878
-0.469,0.065,0.93,27.1,100.22,12.756
-0.469,0.077,0.946,29.053,94.055,11.963
-0.491,0.083,0.952,30.579,87.036,13.184
-0.489,0.066,0.954,33.02,82.397,17.334
-0.469,0.045,0.951,36.804,80.75,22.034
-0.457,0.024,0.937,37.598,79.956,26.001
-0.426,0.011,0.922,40.405,81.36,28.564
-0.39,0.004,0.915,42.297,85.266,29.236
-0.358,0,0.911,40.222,87.769,28.381
-0.339,0.023,0.916,39.795,89.783,26.917
-0.321,0.03,0.931,35.889,90.088,27.222
-0.297,0.041,0.959,32.898,88.135,28.931
-0.263,0.031,0.979,32.654,86.182,30.701
-0.23,0.011,0.981,34.485,83.862,30.029
-0.217,-0.014,0.959,39.246,81.116,26.062
-0.244,-0.004,0.938,38.94,78.003,21.729
-0.477,-0.508,0.742,36.56,1.831,-6.653
-0.478,-0.553,0.726,39.124,13.062,-10.559
-0.516,-0.595,0.703,39.246,19.958,-16.174
-0.599,-0.623,0.675,37.842,26.245,-22.705
-0.693,-0.629,0.635,36.255,36.621,-28.198
-0.77,-0.618,0.586,37.598,53.406,-30.212
-0.762,-0.627,0.547,38.574,73.608,-26.428
-0.679,-0.641,0.566,35.4,89.05,-18.738
-0.586,-0.657,0.618,26.428,88.013,-11.414
-0.532,-0.66,0.661,17.273,70.984,-5.615
-0.503,-0.658,0.672,11.292,51.27,-2.075
-0.473,-0.68,0.662,8.484,39.063,-1.16
-0.423,-0.711,0.656,6.226,34.607,-4.333
-0.377,-0.744,0.661,3.54,33.081,-13.306
-0.344,-0.768,0.675,0.61,29.907,-26.55
-0.285,-0.779,0.714,-3.052,22.461,-41.687
-0.244,-0.763,0.777,-8.911,3.662,-56.824
-0.224,-0.721,0.831,-15.137,-26.367,-71.899
-0.215,-0.681,0.854,-15.93,-62.073,-87.097
-0.214,-0.651,0.824,-11.78,-99.731,-103.394
-0.22,-0.615,0.745,-7.874,-136.78,-119.812
-0.235,-0.571,0.642,-8.606,-171.57,-135.193
-0.29,-0.496,0.564,-13.611,-203.491,-148.254
-0.334,-0.435,0.495,-20.996,-229.37,-156.799
-0.343,-0.361,0.474,-31.067,-248.169,-162.109
-0.385,-0.245,0.485,-45.41,-271.301,-165.405
-0.435,-0.169,0.491,-61.035,-300.903,-163.086
-0.427,-0.114,0.48,-73.853,-329.59,-158.508
-0.382,-0.091,0.429,-83.74,-360.596,-159.058
-0.367,-0.054,0.352,-89.6,-395.63,-167.969
-0.429,0.03,0.254,-89.478,-428.894,-184.509
-0.587,0.205,0.109,-85.693,-444.031,-203.064
-0.805,0.397,0.01,-87.036,-430.481,-211.243
-0.889,0.424,-0.059,-93.628,-405.151,-200.195
-0.775,0.451,-0.106,-107.666,-386.902,-180.847
-0.689,0.478,-0.089,-129.333,-395.447,-170.166
-0.667,0.566,-0.077,-150.879,-430.908,-168.823
-0.67,0.633,-0.123,-162.048,-472.9,-172.485
-0.67,0.664,-0.214,-161.804,-505.127,-178.833
-0.639,0.662,-0.346,-152.954,-521.79,-189.636
-0.613,0.695,-0.451,-143.921,-523.315,-202.393
-0.638,0.8,-0.499,-134.094,-514.893,-215.027
-0.679,0.865,-0.56,-120.117,-497.742,-223.083
-0.733,0.936,-0.658,-103.76,-479.248,-222.839
-0.75,0.974,-0.81,-88.684,-464.111,-214.783
-0.745,0.922,-0.912,-74.768,-436.34,-204.407
-0.705,0.931,-1.012,-64.27,-402.954,-197.998
-0.679,0.903,-1.001,-53.223,-364.807,-190.43
-0.643,0.829,-0.996,-44.495,-328.491,-183.044
-0.625,0.81,-0.927,-36.926,-293.884,-174.316
-0.597,0.786,-0.889,-26.55,-259.521,-162.659
-0.531,0.719,-0.886,-17.273,-226.807,-146.729
-0.428,0.659,-0.923,-14.343,-200.562,-131.958
-0.321,0.612,-0.973,-15.32,-181.213,-122.925
-0.266,0.589,-0.926,-20.02,-172.058,-117.126
-0.254,0.624,-0.844,-28.809,-173.401,-110.352
-0.284,0.631,-0.757,-26.55,-164.062,-104.675
-0.252,0.599,-0.745,-12.329,-143.799,-101.318
-0.193,0.541,-0.795,0.305,-121.704,-98.694
-0.108,0.489,-0.872,7.202,-105.896,-96.741
-0.051,0.446,-0.955,5.676,-101.746,-95.642
-0.032,0.446,-1.003,-7.08,-111.938,-91.248
-0.064,0.453,-1.023,-20.386,-127.258,-85.388
-0.112,0.456,-1.011,-34.241,-132.751,-78.918
-0.124,0.516,-0.918,-39.917,-123.474,-71.716
-0.097,0.553,-0.764,-36.377,-102.356,-65.063
-0.051,0.55,-0.658,-18.25,-74.158,-62.439
0.029,0.486,-0.664,3.418,-48.828,-61.035
0.109,0.43,-0.728,21.79,-33.813,-59.753
0.13,0.421,-0.808,26.672,-32.227,-58.777
0.066,0.429,-0.92,26.794,-42.053,-59.326
-0.049,0.458,-0.999,16.846,-53.528,-56.641
-0.148,0.5,-1.038,7.08,-57.495,-49.072
-0.191,0.534,-1.032,-1.282,-50.598,-36.682
-0.18,0.554,-0.976,-6.287,-35.706,-22.644
-0.106,0.551,-0.875,-5.066,-18.616,-9.888
-0.014,0.554,-0.779,-2.258,-4.089,-1.831
0.051,0.532,-0.761,8.972,5.249,-1.038
0.102,0.492,-0.831,19.775,8.118,-2.991
0.117,0.482,-0.906,22.583,5.92,-6.47
0.089,0.502,-0.96,23.865,2.258,-10.559
0.036,0.509,-0.997,18.921,-1.221,-13.062
-0.023,0.523,-1,10.803,-4.944,-11.23
-0.071,0.518,-0.974,5.005,-6.653,-5.249
-0.073,0.529,-0.94,-1.16,-3.906,3.479
-0.047,0.519,-0.897,-3.174,2.747,11.047
0.01,0.505,-0.861,-0.549,12.329,14.221
0.068,0.468,-0.843,3.845,20.386,13.672
0.119,0.442,-0.862,11.536,23.01,9.46
0.126,0.44,-0.9,16.968,19.653,3.296
0.077,0.439,-0.936,15.625,11.353,-1.465
0.016,0.462,-0.948,10.681,1.16,-2.808
-0.048,0.492,-0.939,5.615,-3.967,-1.587
-0.096,0.497,-0.93,3.54,-1.709,2.625
-0.089,0.49,-0.924,4.578,5.676,8.911
-0.037,0.484,-0.912,5.005,13.184,14.832
0.011,0.477,-0.909,5.432,16.541,17.578
0.03,0.452,-0.92,5.188,15.503,16.785
0.038,0.452,-0.922,3.601,12.756,15.381
0.036,0.449,-0.922,3.174,10.681,13.428
0.021,0.45,-0.912,3.662,10.681,11.597
-0.002,0.455,-0.904,3.601,11.658,10.62
-0.02,0.44,-0.897,3.296,11.658,11.169
-0.007,0.434,-0.886,2.136,11.23,13.916
0.013,0.432,-0.87,0.488,10.559,16.113
0.029,0.428,-0.859,-1.099,9.46,16.968
0.046,0.418,-0.863,0.671,8.667,16.785
0.058,0.408,-0.886,4.15,8.789,15.137
0.061,0.41,-0.902,5.005,7.568,12.329
0.049,0.424,-0.898,3.967,3.601,9.094
0.023,0.431,-0.889,3.54,-0.122,6.714
-0.006,0.433,-0.897,3.601,-0.977,6.714
-0.027,0.44,-0.908,3.418,2.869,8.606
-0.037,0.438,-0.917,5.432,9.949,10.803
-0.028,0.434,-0.912,7.874,17.151,14.099
-0.001,0.427,-0.899,7.996,20.752,17.334
0.025,0.418,-0.89,7.507,20.142,18.982
0.042,0.409,-0.888,6.165,17.029,19.348
0.05,0.401,-0.903,4.639,14.587,18.433
-0.289,0.525,-0.928,21.484,107.849,48.462
-0.277,0.505,-0.91,23.376,115.906,56.946
-0.23,0.476,-0.909,26.978,123.901,65.125
-0.161,0.423,-0.919,30.884,132.202,70.435
-0.09,0.411,-0.91,33.936,141.113,71.411
-0.06,0.409,-0.892,36.133,146.79,67.261
-0.086,0.414,-0.875,36.377,145.569,59.814
-0.157,0.438,-0.849,34.058,138.733,52.246
-0.266,0.475,-0.828,31.006,128.479,47.913
-0.383,0.498,-0.818,26.184,118.958,48.889
-0.47,0.502,-0.815,20.508,112.549,55.176
-0.525,0.482,-0.809,18.311,109.558,65.308
-0.515,0.489,-0.796,16.357,109.985,75.256
-0.483,0.49,-0.782,15.015,110.962,81.97
-0.451,0.465,-0.796,16.296,109.375,83.801
-0.433,0.443,-0.805,17.456,105.469,83.374
-0.432,0.44,-0.804,15.32,100.037,80.566
-0.465,0.447,-0.795,11.78,93.201,77.454
-0.517,0.456,-0.786,9.399,90.088,75.195
-0.58,0.479,-0.787,7.996,92.773,74.646
-0.656,0.492,-0.792,6.592,102.783,76.294
-0.707,0.47,-0.794,4.456,117.92,81.238
-0.702,0.423,-0.774,2.869,137.329,87.524
-0.645,0.371,-0.731,4.517,155.64,93.567
-0.549,0.323,-0.685,7.69,167.297,95.703
-0.482,0.27,-0.653,13,168.457,91.187
-0.474,0.233,-0.631,17.273,159.79,81.116
-0.521,0.239,-0.614,19.043,145.691,70.129
-0.582,0.25,-0.608,20.203,133.362,60.669
-0.673,0.281,-0.606,20.813,126.465,52.979
-0.771,0.328,-0.598,17.151,124.573,49.194
-0.845,0.354,-0.594,13,127.686,50.598
-0.88,0.344,-0.59,9.827,135.071,55.237
-0.88,0.334,-0.549,5.554,145.569,61.035
-0.844,0.302,-0.498,6.165,154.602,66.65
-0.769,0.245,-0.467,11.414,161.621,70.801
-0.705,0.187,-0.457,17.212,165.894,68.726
-0.687,0.155,-0.451,20.813,165.649,59.998
-0.722,0.16,-0.432,21.118,162.903,49.011
-0.777,0.187,-0.4,18.066,161.316,39.551
-0.837,0.224,-0.361,15.991,161.987,31.921
-0.901,0.273,-0.324,15.747,164.917,26.184
-0.967,0.306,-0.291,13.977,169.434,23.499
-1.001,0.287,-0.279,10.986,176.208,25.208
-0.952,0.215,-0.277,14.587,186.951,31.067
-0.838,0.136,-0.27,19.775,198.242,37.537
-0.732,0.081,-0.245,21.301,205.078,37.231
-0.675,0.094,-0.166,24.109,205.261,28.32
-0.687,0.119,-0.086,28.32,198.059,16.602
-0.743,0.166,-0.022,33.569,185.242,4.883
-0.811,0.231,0.032,35.339,169.434,-4.944
-0.91,0.315,0.078,37.842,154.785,-13
-1.029,0.398,0.111,38.452,144.226,-16.846
-1.134,0.424,0.132,40.283,140.381,-14.343
-1.182,0.382,0.139,41.809,143.86,-6.592
-1.152,0.321,0.149,41.077,151.001,2.197
-1.088,0.26,0.175,38.147,155.701,9.46
-1.031,0.22,0.201,36.56,154.724,12.39
-0.998,0.228,0.233,37.231,148.437,11.719
-0.992,0.258,0.258,39.246,139.832,9.888
-0.999,0.289,0.267,43.945,132.202,8.667
-1.015,0.333,0.266,50.11,128.479,9.277
-1.031,0.363,0.251,55.42,130.127,11.78
-1.039,0.347,0.226,61.829,137.939,15.808
-1.026,0.305,0.201,70.068,150.085,19.958
-0.986,0.215,0.158,78.43,165.039,23.315
-0.938,0.072,0.103,85.632,180.42,24.17
-0.868,-0.01,0.064,88.135,191.528,23.987
-0.815,-0.034,0.057,85.693,196.472,22.461
-0.797,-0.018,0.079,80.688,197.021,19.47
-0.795,0.034,0.131,74.341,196.96,16.541
-0.817,0.095,0.209,64.697,196.167,14.893
-0.841,0.166,0.295,59.509,197.021,15.381
-0.872,0.201,0.373,55.359,199.341,18.616
-0.866,0.203,0.428,54.565,201.904,24.048
-0.842,0.159,0.467,54.504,204.712,28.625
-0.805,0.103,0.505,53.528,206.299,31.311
-0.768,0.05,0.541,50.415,205.444,32.288
-0.72,0.006,0.574,48.279,203.308,31.921
-0.685,-0.017,0.621,45.166,199.036,30.273
-0.672,-0.011,0.664,41.565,193.787,28.259
-0.655,0.005,0.711,39.429,188.477,26.611
-0.649,0.019,0.756,36.987,183.594,25.757
-0.64,0.037,0.787,35.217,177.734,26.245
-0.621,0.053,0.818,36.743,172.791,27.771
-0.588,0.055,0.834,35.095,167.297,29.968
-0.558,0.047,0.839,35.095,160.339,30.334
-0.547,0.031,0.822,38.086,152.527,29.236
-0.551,0.005,0.792,35.095,143.433,30.029
-0.551,-0.04,0.767,34.241,135.376,31.86
-0.525,-0.079,0.764,29.907,128.54,34.851
-0.498,-0.108,0.786,23.071,121.155,37.109
-0.483,-0.109,0.814,18.799,114.014,37.476
-0.462,-0.091,0.842,15.442,109.558,37.354
-0.433,-0.072,0.873,15.503,110.535,36.743
-0.405,-0.055,0.885,15.137,114.868,35.095
-0.396,-0.021,0.883,19.287,121.338,33.447
-0.36,-0.008,0.881,19.287,128.967,34.424
-0.3,-0.02,0.903,15.747,134.583,35.828
-0.249,-0.037,0.958,14.221,134.705,35.034
-0.225,-0.039,1.024,8.301,126.587,32.837
-0.219,-0.029,1.077,6.897,114.258,29.358
-0.22,-0.026,1.101,10.925,101.99,26.55
-0.221,-0.026,1.095,13.733,90.027,25.024
-0.227,-0.029,1.059,16.052,78.186,24.597
-0.244,-0.017,1.01,19.653,67.505,25.818
-0.25,-0.01,0.974,17.09,59.082,30.518
-0.237,-0.002,0.952,15.686,54.749,36.255
-0.209,-0.006,0.945,15.503,54.932,40.833
-0.174,-0.025,0.935,12.512,57.8,42.786
-0.136,-0.049,0.929,12.512,63.599,40.649
-0.099,-0.073,0.919,14.526,71.167,34.485
-0.076,-0.097,0.923,11.658,77.637,25.818
-0.081,-0.105,0.935,11.353,80.994,15.808
-0.101,-0.111,0.953,11.169,80.566,8.423
-0.12,-0.099,0.955,11.597,77.576,5.127
-0.151,-0.087,0.954,9.338,73.059,6.958
-0.157,-0.06,0.947,8.484,67.322,12.451
-0.139,-0.048,0.955,8.057,61.279,20.142
-0.342,-0.492,1.037,22.217,-90.149,-15.198
-0.361,-0.556,1.095,22.644,-94.238,-24.902
-0.369,-0.614,1.161,22.461,-100.159,-37.048
-0.361,-0.612,1.235,24.048,-106.812,-50.476
-0.342,-0.615,1.292,30.823,-114.197,-68.848
-0.336,-0.666,1.33,37.903,-125.488,-91.553
-0.353,-0.701,1.335,40.222,-143.25,-112.427
-0.36,-0.7,1.307,42.175,-167.969,-129.761
-0.344,-0.673,1.256,43.762,-200.989,-145.02
-0.335,-0.646,1.167,39.246,-243.286,-156.921
-0.328,-0.615,1.039,29.846,-291.565,-166.565
-0.345,-0.563,0.878,20.325,-337.463,-174.805
-0.395,-0.5,0.709,6.897,-374.268,-182.129
-0.46,-0.419,0.56,-7.324,-392.883,-188.904
-0.559,-0.372,0.457,-19.836,-390.808,-193.909
-0.671,-0.329,0.407,-28.198,-374.268,-196.228
-0.738,-0.295,0.353,-35.461,-351.501,-192.749
-0.746,-0.266,0.294,-38.574,-328.003,-187.012
-0.742,-0.229,0.231,-42.114,-319.641,-182.556
-0.776,-0.217,0.122,-49.683,-331.177,-174.438
-0.779,-0.203,-0.047,-63.477,-351.135,-163.574
-0.724,-0.161,-0.203,-86.304,-369.995,-154.358
-0.644,-0.112,-0.293,-107.3,-383.362,-152.039
-0.634,-0.036,-0.354,-130.005,-392.029,-157.166
-0.697,0.035,-0.43,-146.729,-390.564,-162.903
-0.746,0.096,-0.466,-159.912,-380.371,-162.537
-0.737,0.197,-0.459,-170.715,-367.676,-155.273
-0.703,0.319,-0.4,-178.528,-355.774,-145.142
-0.629,0.418,-0.327,-176.819,-350.403,-135.01
-0.485,0.535,-0.289,-167.847,-353.333,-127.869
-0.319,0.642,-0.336,-155.945,-361.45,-127.38
-0.232,0.754,-0.41,-139.221,-369.141,-136.719
-0.19,0.862,-0.466,-126.038,-368.591,-151.855
-0.191,0.957,-0.46,-107.483,-354.004,-168.213
-0.244,0.937,-0.483,-88.562,-327.82,-181.335
-0.272,0.933,-0.522,-66.467,-281.555,-190.735
-0.285,0.962,-0.493,-52.917,-249.268,-190.186
-0.218,1,-0.6,-42.542,-229.248,-186.401
-0.188,0.996,-0.738,-40.161,-224.487,-181.702
-0.259,1.024,-0.805,-47.363,-224.243,-182.312
-0.28,1.023,-0.764,-57.19,-219.482,-185.547
-0.42,0.981,-0.679,-60.059,-210.632,-174.683
-0.508,0.862,-0.602,-58.289,-193.848,-158.997
-0.516,0.821,-0.571,-48.767,-163.513,-145.813
-0.5,0.832,-0.551,-44.006,-134.338,-129.333
-0.437,0.776,-0.619,-34.485,-114.746,-117.737
-0.377,0.717,-0.724,-33.569,-111.206,-109.009
-0.355,0.681,-0.819,-45.959,-129.089,-99.792
-0.409,0.69,-0.855,-65.247,-158.325,-88.806
-0.459,0.706,-0.807,-80.261,-180.908,-75.378
-0.481,0.761,-0.695,-82.336,-179.016,-58.838
-0.467,0.761,-0.621,-68.359,-151.123,-43.274
-0.394,0.675,-0.632,-42.786,-106.506,-26.489
-0.247,0.589,-0.67,-12.939,-53.955,-13
-0.159,0.513,-0.723,6.958,-11.963,-7.324
0.139,0.448,-0.831,15.442,6.775,-12.756
0.076,0.406,-0.874,9.949,-3.662,-10.559
0.072,0.463,-0.869,-6.409,-31.921,-18.25
0.039,0.516,-0.836,-18.677,-59.631,-31.982
-0.117,0.576,-0.797,-26.306,-78.979,-36.133
-0.167,0.631,-0.752,-26.855,-82.703,-38.452
-0.212,0.629,-0.747,-17.151,-72.693,-37.781
-0.238,0.637,-0.785,-1.648,-57.8,-32.715
-0.237,0.621,-0.845,7.385,-43.945,-26.672
-0.235,0.589,-0.9,14.587,-33.569,-17.334
-0.199,0.583,-0.942,15.442,-23.987,-7.141
-0.232,0.553,-0.951,11.169,-14.771,1.526
-0.15,0.527,-0.954,8.789,-5.371,5.676
-0.132,0.506,-0.932,6.409,5.005,10.864
-0.057,0.5,-0.912,2.502,9.888,11.169
-0.021,0.516,-0.863,2.197,10.864,5.981
-0.026,0.516,-0.847,5.005,6.775,0.793
-0.049,0.517,-0.869,6.287,-0.488,-3.052
-0.055,0.522,-0.897,6.592,-7.263,-6.531
-0.119,0.538,-0.905,8.179,-12.939,-5.249
-0.129,0.545,-0.91,9.949,-13.489,-5.798
-0.165,0.535,-0.926,7.751,-10.01,-3.662
-0.161,0.521,-0.921,5.493,-5.798,0.305
-0.147,0.528,-0.899,3.601,-1.709,4.15
-0.128,0.533,-0.891,3.296,1.282,5.981
-0.111,0.531,-0.886,3.906,2.441,6.226
-0.147,0.533,-0.875,2.869,1.282,6.592
-0.115,0.532,-0.873,1.404,0.061,5.31
-0.155,0.539,-0.862,2.319,0.732,6.592
-0.159,0.534,-0.866,5.066,3.601,7.935
-0.158,0.522,-0.879,9.827,9.399,10.864
-0.127,0.504,-0.889,9.949,16.479,15.32
-0.08,0.496,-0.885,13.062,22.278,16.968
-0.053,0.495,-0.882,13.306,22.888,16.113
-0.039,0.486,-0.885,10.62,18.738,12.451
-0.033,0.485,-0.892,9.583,11.108,6.958
-0.056,0.491,-0.898,7.629,1.038,2.197
-0.091,0.501,-0.898,3.052,-8.301,-1.648
-0.134,0.512,-0.892,-0.916,-13.55,-2.991
-0.168,0.516,-0.89,0.671,-13.367,-2.075
-0.186,0.506,-0.898,2.563,-9.094,1.953
-0.173,0.506,-0.902,4.395,-0.61,7.324
-0.144,0.499,-0.895,8.972,9.705,12.207
-0.104,0.481,-0.891,10.742,18.311,15.198
-0.066,0.462,-0.886,13.062,23.743,16.602
-0.023,0.451,-0.876,12.695,23.804,15.259
-0.008,0.445,-0.876,10.376,17.639,11.902
-0.022,0.444,-0.884,6.714,8.789,7.812
-0.051,0.457,-0.88,7.08,2.502,3.418
-0.094,0.476,-0.88,5.127,-0.061,0.854
-0.133,0.48,-0.883,5.615,0.244,0.671
-0.15,0.48,-0.887,5.066,2.991,2.502
-0.147,0.478,-0.887,6.287,6.592,5.249
-0.13,0.466,-0.887,5.493,9.216,8.24
-0.114,0.468,-0.889,7.324,10.864,10.437
-0.103,0.469,-0.886,5.859,12.756,11.292
-0.102,0.465,-0.883,8.118,15.93,10.376
-0.099,0.463,-0.884,10.803,19.836,9.033
-0.096,0.462,-0.88,10.193,22.949,7.874
-0.097,0.453,-0.879,11.658,23.01,6.348
-0.1,0.46,-0.875,7.812,18.982,5.859
-0.113,0.466,-0.871,6.897,12.878,4.822
-0.134,0.467,-0.873,4.211,6.531,4.333
-0.148,0.471,-0.882,0.732,2.075,5.188
-0.481,0.395,-0.824,6.897,18.311,18.188
-0.477,0.396,-0.807,5.737,25.696,21.851
-0.461,0.399,-0.792,9.888,32.043,24.658
-0.446,0.402,-0.782,12.268,36.438,27.283
-0.432,0.401,-0.782,18.005,39.551,28.076
-0.422,0.398,-0.791,21.912,41.992,28.259
-0.421,0.395,-0.81,25.208,44.189,26.855
-0.427,0.398,-0.816,25.818,47.119,24.597
-0.443,0.399,-0.818,26.245,50.537,23.01
-0.461,0.378,-0.814,25.146,54.321,22.705
-0.476,0.342,-0.795,25.757,57.678,22.949
-0.472,0.319,-0.763,22.827,59.509,24.658
-0.442,0.309,-0.737,20.63,58.044,26.611
-0.411,0.307,-0.729,20.691,52.734,26.428
-0.392,0.307,-0.732,18.86,43.945,23.621
-0.389,0.315,-0.743,19.653,33.02,18.616
-0.402,0.321,-0.767,16.907,20.752,13.733
-0.426,0.336,-0.793,13.55,10.193,9.033
-0.473,0.361,-0.803,10.986,2.93,5.005
-0.526,0.377,-0.801,5.066,0.244,3.845
-0.553,0.396,-0.794,4.028,2.014,5.798
-0.562,0.403,-0.782,6.47,6.897,9.705
-0.562,0.384,-0.764,9.033,13.306,14.038
-0.54,0.38,-0.742,8.423,19.104,18.005
-0.507,0.383,-0.726,12.268,22.888,19.775
-0.475,0.377,-0.735,15.198,23.865,19.47
-0.462,0.368,-0.754,15.198,22.217,16.541
-0.469,0.378,-0.768,16.052,19.043,12.39
-0.493,0.4,-0.781,11.963,14.832,9.216
-0.524,0.412,-0.788,10.864,12.329,7.019
-0.553,0.407,-0.784,9.399,13.672,7.019
-0.575,0.389,-0.76,5.981,17.883,9.766
-0.58,0.362,-0.722,6.409,22.766,13.306
-0.56,0.358,-0.688,5.92,26.001,17.029
-0.524,0.365,-0.671,5.981,25.146,19.348
-0.501,0.364,-0.687,10.742,19.409,18.372
-0.501,0.367,-0.732,10.498,11.353,14.954
-0.518,0.374,-0.779,10.132,4.822,9.766
-0.545,0.387,-0.818,10.559,-0.305,4.944
-0.581,0.401,-0.847,10.62,-3.113,1.77
-0.616,0.414,-0.869,8.85,-2.686,0.793
-0.65,0.411,-0.871,5.737,2.075,2.319
-0.668,0.39,-0.853,3.235,11.658,5.676
-0.662,0.37,-0.819,3.174,22.888,10.132
-0.618,0.358,-0.784,3.784,31.982,14.893
-0.558,0.348,-0.759,5.92,36.316,17.761
-0.512,0.347,-0.744,7.996,34.729,17.578
-0.499,0.342,-0.738,7.019,28.442,14.526
-0.51,0.346,-0.741,5.92,20.813,9.888
-0.538,0.36,-0.75,4.028,13.611,6.165
-0.568,0.364,-0.761,4.517,9.705,3.235
-0.6,0.369,-0.762,5.859,9.583,2.197
-0.632,0.354,-0.755,5.798,11.902,3.235
-0.644,0.331,-0.747,4.395,15.137,6.104
-0.629,0.327,-0.728,1.282,17.334,9.888
-0.606,0.327,-0.711,3.052,17.7,12.085
-0.583,0.327,-0.702,6.897,16.113,11.902
-0.577,0.339,-0.703,7.08,13.062,10.071
-0.582,0.346,-0.71,8.179,10.01,7.874
-0.579,0.349,-0.738,11.23,7.141,4.517
-0.595,0.35,-0.758,8.484,4.7,1.343
-0.622,0.362,-0.759,7.324,2.563,-1.282
-0.66,0.366,-0.751,5.92,0.183,-1.953
-0.683,0.373,-0.744,2.136,-1.709,0.671
-0.691,0.374,-0.743,0.488,-2.014,4.944
-0.676,0.355,-0.758,1.709,-0.732,8.789
-0.648,0.332,-0.757,-1.099,1.099,11.78
-0.612,0.328,-0.74,-0.977,0.366,12.634
-0.592,0.325,-0.728,-2.869,-2.93,11.963
-0.592,0.332,-0.725,-5.005,-7.08,9.827
-0.605,0.344,-0.727,-2.747,-9.705,6.592
-0.624,0.35,-0.73,0,-9.399,4.333
